,Probe,mean_group1,mean_group2,delta_beta,coef_group,t_stat,p_value,n_samples,df_resid,FDR
471772,rs877309,0.2919423950309199,0.49980198131893044,-0.20785958628801054,-2.1148177007012783,-1.3023494364393386,0.19942335657775725,49,45,0.9999982446632829
471771,rs845016,0.5824325613258712,0.47093363784663034,0.11149892347924084,0.990884330285371,0.9639459819916864,0.3402247700626405,49,45,0.9999982446632829
471770,rs798149,0.48843379172995155,0.4891384754712637,-0.000704683741312162,-0.2670778402851916,-0.14845976945738132,0.882643216277885,49,45,0.9999982446632829
471769,rs7746156,0.49708662932888026,0.5530077886316093,-0.05592115930272901,-0.46739193040425914,-0.32742314433307723,0.744866245968688,49,45,0.9999982446632829
471768,rs7660805,0.43358064849634304,0.6037091967949166,-0.1701285482985736,-1.4060876942541993,-1.1141730913003713,0.27112058763262553,49,45,0.9999982446632829
471767,rs739259,0.5049045563921652,0.3810512725210458,0.12385328387111944,1.1545694061401568,0.8572630191690361,0.3958421705521448,49,45,0.9999982446632829
471766,rs715359,0.42256918459891574,0.7936082828513725,-0.3710390982524568,-3.244556376065246,-3.1966426914763524,0.0025440775445966877,49,45,0.9999982446632829
471765,rs6991394,0.35320794980189124,0.3522512912686607,0.0009566585332305144,0.12903735433546495,0.16451924775747587,0.8700591818472142,49,45,0.9999982446632829
471764,rs6982811,0.4567849799757892,0.3682135798243301,0.08857140015145909,0.7440225619668607,0.6187813408585016,0.539180336414017,49,45,0.9999982446632829
471763,rs6626309,0.3517509350590765,0.45016895155142517,-0.09841801649234866,-0.7648797505862834,-0.8329262591754242,0.40928537575876417,49,45,0.9999982446632829
471762,rs6546473,0.1730557175057162,0.1582731577774597,0.014782559728256484,0.015778217078186597,0.01619668172503246,0.9871490820390698,49,45,0.9999982446632829
471761,rs654498,0.595168535039813,0.599522023698772,-0.004353488658959015,0.07831096837538927,0.12239091249630867,0.9031343990210514,49,45,0.9999982446632829
471760,rs6471533,0.4137287358725058,0.6279443060342328,-0.214215570161727,-1.7729378552045076,-1.4166203872063101,0.16347976044223322,49,45,0.9999982446632829
15,cg00000807,0.7932560225174099,0.784186839251855,0.009069183265554948,0.08536401672758358,0.5620326668347702,0.5768827126507537,49,45,0.9999982446632829
14,cg00000769,0.1099641420913437,0.11252830797133698,-0.00256416587999328,-0.021466230544453596,-0.2063663199743387,0.8374356557547867,49,45,0.9999982446632829
13,cg00000734,0.10443933611582243,0.10352691639534994,0.0009124197204724849,0.018816094275945668,0.2879594893876254,0.7746998697492501,49,45,0.9999982446632829
12,cg00000721,0.8429182249173197,0.861259264860317,-0.018341039942997295,-0.2123766456502461,-2.1276749480557466,0.03887728656873874,49,45,0.9999982446632829
11,cg00000714,0.20823463307075926,0.20097752890211176,0.007257104168647499,0.0668844326266936,0.5220695922784674,0.6041824388752102,49,45,0.9999982446632829
10,cg00000658,0.7807958581752543,0.7838788407579836,-0.003082982582729321,-0.023151742542146376,-0.31185799174186357,0.7565888377611741,49,45,0.9999982446632829
9,cg00000622,0.05262658609042015,0.05021639070977726,0.002410195380642889,0.08079921458075497,1.0186967960493185,0.31379273500981597,49,45,0.9999982446632829
8,cg00000363,0.39210831838869376,0.38948540152496886,0.0026229168637249,0.002397138182459145,0.011390303686679315,0.990962397898304,49,45,0.9999982446632829
7,cg00000321,0.3218864918097773,0.3319594655635764,-0.01007297375379912,-0.060613634347162625,-0.2262335529553539,0.8220442523519353,49,45,0.9999982446632829
6,cg00000292,0.8147422897599268,0.8170044814187085,-0.0022621916587817203,0.0006942973582929527,0.005915681619881722,0.9953061444987391,49,45,0.9999982446632829
5,cg00000289,0.46824642310208325,0.512234796087513,-0.043988372985429736,-0.25089736010932384,-1.7412697975762281,0.08846971256325631,49,45,0.9999982446632829
4,cg00000236,0.6966888015583195,0.7100383945285884,-0.013349592970268942,-0.0896573233473212,-0.7522579912565872,0.45581296536370536,49,45,0.9999982446632829
3,cg00000165,0.246248551825064,0.2695269996966115,-0.02327844787154748,-0.17935431063854498,-1.4639584101938754,0.15015644646235465,49,45,0.9999982446632829
2,cg00000109,0.828039636292782,0.8001306049148414,0.02790903137794054,0.2625804701645781,2.3258226860287428,0.024592904084393394,49,45,0.9999982446632829
1,cg00000108,0.9024153544415312,0.9040043675793192,-0.0015890131377880312,-0.02524978819496628,-0.278309770545482,0.7820494398788547,49,45,0.9999982446632829
471776,rs951295,0.6281495101220882,0.48730322260126613,0.14084628752082207,1.250505960460529,1.0433365030466781,0.302365214299535,49,45,0.9999982446632829
399,cg00017062,0.19397691069697326,0.16974262038325974,0.02423429031371352,0.24957056487479481,1.4318003514370794,0.15911046877349874,49,45,0.9999982446632829
398,cg00017059,0.8552359229903842,0.8584206629191518,-0.003184739928767555,-0.03685875642090263,-0.3663665274782178,0.715808553162143,49,45,0.9999982446632829
397,cg00017033,0.07069217593406328,0.07199085647648364,-0.0012986805424203551,-0.023419599074848245,-0.3005919579792993,0.7651100797285565,49,45,0.9999982446632829
396,cg00017002,0.114855276889056,0.120197638725973,-0.005342361836916998,-0.07515154160366866,-0.9095308430780462,0.3679159308586944,49,45,0.9999982446632829
395,cg00016996,0.9253863791801422,0.9221420752008437,0.003244303979298535,0.05908039284682236,0.5887566496201467,0.5589684600759932,49,45,0.9999982446632829
394,cg00016968,0.775538844399502,0.7801639222521244,-0.004625077852622339,-0.04725904886933773,-0.36692144839897833,0.7153974377318701,49,45,0.9999982446632829
393,cg00016934,0.15890204207619876,0.20497092601362385,-0.04606888393742509,-0.40388529531463724,-1.539224426971373,0.1307524361709461,49,45,0.9999982446632829
392,cg00016913,0.3162097692854655,0.3161675455072533,4.222377821222478e-05,-0.008098768410817494,-0.046066519092095096,0.9634610623010221,49,45,0.9999982446632829
391,cg00016892,0.7628820060076358,0.7589939145247564,0.0038880914828793856,0.028605145272053798,0.28535986107484546,0.7766778181361261,49,45,0.9999982446632829
390,cg00016841,0.10611428683304065,0.10857743998813099,-0.002463153155090339,-0.025835269065872638,-0.228214064297506,0.8205136909773855,49,45,0.9999982446632829
389,cg00016814,0.7651328367861183,0.7651687921498679,-3.595536374956243e-05,0.017362796689861168,0.15003530234645682,0.8814072353749901,49,45,0.9999982446632829
388,cg00016802,0.7743007886346644,0.7696763112856322,0.004624477349032263,0.0343177309685865,0.4117573721519349,0.6824720182633642,49,45,0.9999982446632829
387,cg00016783,0.8704640335291928,0.8669109417574349,0.003553091771757888,0.04714644511319093,0.5311033763648232,0.5979589564252141,49,45,0.9999982446632829
386,cg00016718,0.8434415023554462,0.850236635006772,-0.006795132651325808,-0.09594410062962988,-0.984515960069606,0.3301259128943125,49,45,0.9999982446632829
385,cg00016618,0.8841136410059293,0.8945261456271759,-0.010412504621246654,-0.1553654326154272,-2.039573222198708,0.047290070771835044,49,45,0.9999982446632829
384,cg00016593,0.8331808049413177,0.8420636623786188,-0.008882857437301106,-0.09626766176711883,-0.9280548728507516,0.35833046555577264,49,45,0.9999982446632829
415,cg00017601,0.742729626755513,0.733191694307213,0.009537932448300035,0.07135425044092451,1.0072053859138397,0.3192214780728103,49,45,0.9999982446632829
414,cg00017546,0.8229728396076803,0.8219014276735908,0.00107141193408955,0.014296883591184174,0.15016538502193358,0.8813052008483828,49,45,0.9999982446632829
413,cg00017489,0.3783122248871085,0.343245357466284,0.03506686742082449,0.2183077388132466,0.8758708240808097,0.38575175553905267,49,45,0.9999982446632829
412,cg00017475,0.8486389581529278,0.8509146230628029,-0.0022756649098750747,-0.027287428871113892,-0.24577752594320607,0.806972012387691,49,45,0.9999982446632829
411,cg00017461,0.07456828875263712,0.07227447845374106,0.002293810298896054,0.04616682927425463,0.5932192751971908,0.5560043839782959,49,45,0.9999982446632829
410,cg00017441,0.04873429166639045,0.04981622875410483,-0.0010819370877143825,0.025858786849001916,0.16171786231361998,0.8722519656230674,49,45,0.9999982446632829
409,cg00017437,0.17493350350075823,0.1534940463247969,0.021439457175961324,0.17985266506289707,0.7018448102672719,0.4863902722157749,49,45,0.9999982446632829
408,cg00017429,0.884826212532421,0.882234472682676,0.002591739849745034,0.031185790407197985,0.37985207483555833,0.7058421147769673,49,45,0.9999982446632829
407,cg00017363,0.9215712888583669,0.924390689277586,-0.0028194004192191313,-0.04482646463895232,-0.43401972609803,0.6663479942160081,49,45,0.9999982446632829
406,cg00017362,0.8735032138678804,0.868063267464419,0.00543994640346146,0.06877257580102476,0.8548647454780363,0.3971545666304653,49,45,0.9999982446632829
405,cg00017271,0.8759345986951599,0.8832243032302017,-0.007289704535041852,-0.10736890822566496,-1.304878598349883,0.1985678367145301,49,45,0.9999982446632829
404,cg00017221,0.10296310620477986,0.10337126322656012,-0.00040815702178026436,0.008369785440859956,0.0627941293192161,0.9502085368830719,49,45,0.9999982446632829
403,cg00017203,0.8591398289548002,0.8508597422534545,0.008280086701345724,0.08910450371505893,0.6371081890405507,0.5272825583860878,49,45,0.9999982446632829
402,cg00017188,0.12451687593366176,0.12155222980739314,0.002964646126268622,0.025744717057827084,0.39829213140965436,0.6922983530992073,49,45,0.9999982446632829
401,cg00017157,0.601396056604546,0.49922326881801554,0.10217278778653044,0.8118864385040817,0.7615576007986258,0.4502969680185411,49,45,0.9999982446632829
400,cg00017121,0.872263837086394,0.8716001818240159,0.0006636552623781045,0.0027826958665813817,0.031706542155506674,0.9748462919201669,49,45,0.9999982446632829
431,cg00018261,0.3729919833494872,0.38674630518137243,-0.013754321831885241,-0.203965720251059,-1.4954841282511149,0.141768757761258,49,45,0.9999982446632829
430,cg00018229,0.09600546191219628,0.09644472801178529,-0.0004392660995890113,-0.0002405632910436666,-0.0018735782904458031,0.9985133829870577,49,45,0.9999982446632829
429,cg00018204,0.7963117711793554,0.7816867565420872,0.014625014637268174,0.13311076109159858,0.888090304052544,0.3792146593336935,49,45,0.9999982446632829
428,cg00018198,0.857290538933292,0.8546540309437679,0.002636507989524084,0.027142884625284233,0.28707079766323695,0.7753758688247568,49,45,0.9999982446632829
427,cg00018184,0.7276471422635791,0.7244170261717271,0.0032301160918519756,0.03283949104788374,0.24976505869077859,0.8039057187245486,49,45,0.9999982446632829
426,cg00018181,0.3802748922828222,0.4090537179065353,-0.02877882562371309,-0.19163981793095955,-0.7895003347011688,0.4339600154110255,49,45,0.9999982446632829
425,cg00018128,0.1749315766668715,0.18045114374992627,-0.0055195670830547605,-0.04724971729715645,-0.4393397119928508,0.6625179903708174,49,45,0.9999982446632829
424,cg00018103,0.8737037954438402,0.876657074647743,-0.002953279203902759,-0.05210439751727477,-0.5812116132551352,0.5639978470615311,49,45,0.9999982446632829
423,cg00018044,0.7902481792880165,0.7997821755277196,-0.00953399623970308,-0.08767100729574188,-0.8515439397619203,0.3989762682210168,49,45,0.9999982446632829
422,cg00018024,0.06318977037247622,0.06684562230930421,-0.003655851936827992,-0.07969970295388927,-0.7943910810481565,0.4311374285520889,49,45,0.9999982446632829
421,cg00018010,0.8569125232448893,0.8593604825181684,-0.002447959273279121,-0.022980941123817798,-0.23960679715580424,0.811723151879683,49,45,0.9999982446632829
420,cg00017970,0.44455985306399454,0.4415768606321294,0.002982992431865117,0.03389040256870646,0.20072833201414844,0.8418154999347454,49,45,0.9999982446632829
419,cg00017931,0.26748764499530076,0.24908544716040437,0.018402197834896383,0.14326926986296,0.5519174735278012,0.5837356388325944,49,45,0.9999982446632829
418,cg00017842,0.7090291589400382,0.6826129947286126,0.026416164211425563,0.21518986100577286,1.3384291038882348,0.1874800836500131,49,45,0.9999982446632829
417,cg00017826,0.8327251077104,0.8457869525640528,-0.013061844853652804,-0.12830666936682386,-0.5214828120797464,0.6045877167216293,49,45,0.9999982446632829
416,cg00017639,0.652118745872986,0.6455095569460201,0.0066091889269659365,0.06268929677684826,0.24359015011111326,0.8086553457248865,49,45,0.9999982446632829
447,cg00019118,0.673173468521963,0.6639625055300971,0.009210962991865967,0.05257453874033442,0.5051146479376193,0.6159433167061626,49,45,0.9999982446632829
446,cg00019093,0.062145171018257325,0.0677533154777133,-0.005608144459455969,-0.1209694244400796,-1.3612682539650778,0.1802067298932071,49,45,0.9999982446632829
445,cg00019085,0.13639414650101556,0.15394054824551312,-0.017546401744497564,-0.16551772265748885,-0.49051930850635544,0.6261498926829411,49,45,0.9999982446632829
444,cg00019082,0.893362699484991,0.8852623377275364,0.008100361757454655,0.08661032282420789,0.4223324353551614,0.6747935199843785,49,45,0.9999982446632829
443,cg00019076,0.8885203196381602,0.8839618427245332,0.004558476913627096,0.0618276443556349,0.8383579974030456,0.40626087647985953,49,45,0.9999982446632829
442,cg00018896,0.7825470300400523,0.7804162404690508,0.0021307895710015456,0.02158258030001869,0.24704748167961488,0.8059951190127269,49,45,0.9999982446632829
441,cg00018866,0.837983802176768,0.8297205358501363,0.008263266326631769,0.09633081969756811,0.8070865432108802,0.4238620694370556,49,45,0.9999982446632829
440,cg00018850,0.8107433516577038,0.7894844088330383,0.02125894282466556,0.1780843579061492,0.9714793170041974,0.33650275742056035,49,45,0.9999982446632829
439,cg00018845,0.170561678202377,0.19150109797967968,-0.02093941977730268,-0.19914111746121982,-0.9390071422350394,0.35274015521912844,49,45,0.9999982446632829
438,cg00018828,0.8787363561003573,0.8582859861567502,0.02045036994360705,0.2525995739570931,1.6244030328673622,0.11127471471995186,49,45,0.9999982446632829
437,cg00018739,0.878927165240245,0.8727914118077518,0.006135753432493174,0.08051064561587473,0.9425647024995706,0.3509366241158403,49,45,0.9999982446632829
436,cg00018696,0.838824539590481,0.8283595233797006,0.010465016210780331,0.12126128429763611,1.2204048422200042,0.2286682496271673,49,45,0.9999982446632829
435,cg00018606,0.14911437670299124,0.15655559836953303,-0.007441221666541792,-0.03256819290639587,-0.1582788114249027,0.8749452681229378,49,45,0.9999982446632829
434,cg00018557,0.11225946857946838,0.11203770023891357,0.00022176834055480377,0.00983796010888912,0.12242378888296282,0.903108511753982,49,45,0.9999982446632829
433,cg00018539,0.8582684364390485,0.8586817015029177,-0.0004132650638691837,0.0011796987994655737,0.014351268899462043,0.9886131768440043,49,45,0.9999982446632829
432,cg00018524,0.13405943017968774,0.13281273045533634,0.0012466997243514022,0.03748135204542836,0.2896563871894723,0.7734095850777379,49,45,0.9999982446632829
463,cg00019759,0.35378581816750054,0.335515877506456,0.018269940661044537,0.1127092050015981,0.8010648330700517,0.42730362353636503,49,45,0.9999982446632829
462,cg00019678,0.8540035808145792,0.85205125716315,0.0019523236514291664,0.029022694241929523,0.32851423562491155,0.7440467611407374,49,45,0.9999982446632829
461,cg00019654,0.6325730430497033,0.5821842979511394,0.05038874509856395,0.3222787992036605,1.215604381753188,0.23047466654102958,49,45,0.9999982446632829
460,cg00019576,0.9268597999883387,0.9284647323104688,-0.0016049323221301037,-0.032499888373682784,-0.46490672073760825,0.6442400982255557,49,45,0.9999982446632829
459,cg00019511,0.8322195433761315,0.8366332326502457,-0.00441368927411423,-0.05335650871829012,-0.5850407076851883,0.5614426263819371,49,45,0.9999982446632829
458,cg00019495,0.2683386628789954,0.31641196322747317,-0.04807330034847779,-0.4455882999154905,-0.9815028724441462,0.33159252706093123,49,45,0.9999982446632829
457,cg00019463,0.18471020810566674,0.18504918083934885,-0.000338972733682108,0.021138503006871888,0.1323408755966356,0.8953046656083329,49,45,0.9999982446632829
456,cg00019458,0.8688630848572125,0.8686657727824648,0.00019731207474771306,0.0011724821284361275,0.01572815173374766,0.9875207955495704,49,45,0.9999982446632829
455,cg00019377,0.12158909361738,0.12653705530902662,-0.004947961691646616,-0.06115756341686072,-0.5411800625667619,0.591052722791676,49,45,0.9999982446632829
454,cg00019366,0.8576162680339361,0.8561036770456083,0.0015125909883277888,0.03176701997161085,0.265536265557564,0.7918091103091707,49,45,0.9999982446632829
453,cg00019308,0.8610946798175858,0.859807198751551,0.0012874810660348235,0.031535735633957715,0.42708821193798924,0.6713516895975894,49,45,0.9999982446632829
452,cg00019301,0.09863483819475224,0.09372206962195742,0.004912768572794823,0.08664892834912045,0.9450145599481771,0.34969816982169216,49,45,0.9999982446632829
451,cg00019275,0.7733657031197438,0.7436855334091781,0.02968016971056575,0.23290044162004347,1.2060461063232075,0.23410263137476517,49,45,0.9999982446632829
450,cg00019196,0.7285793268446322,0.723974136214289,0.004605190630343259,0.038167711506563055,0.14726459175970874,0.8835810116955874,49,45,0.9999982446632829
449,cg00019151,0.7470914684658382,0.7537827474987885,-0.006691279032950304,-0.05477829382679,-0.6123036515644532,0.5434186729777979,49,45,0.9999982446632829
448,cg00019137,0.07233575308099957,0.07039631165537262,0.0019394414256269504,0.05227080896558882,0.6898997161787231,0.4938000015699292,49,45,0.9999982446632829
479,cg00020446,0.8464283588917271,0.8451104594661278,0.0013178994255992338,-0.006339100756682715,-0.040602114318002175,0.9677927087095327,49,45,0.9999982446632829
478,cg00020419,0.8667998138949298,0.8738141817938642,-0.007014367898934393,-0.09901629218554138,-0.9820943996752441,0.3313042594629666,49,45,0.9999982446632829
477,cg00020405,0.24899070734826528,0.23646107974832636,0.01252962759993892,0.09241845452063452,0.5601264113026064,0.5781711775429154,49,45,0.9999982446632829
476,cg00020390,0.8382765414422513,0.8269398479883735,0.011336693453877777,0.10605012315669583,1.0022065450952553,0.32160273446405885,49,45,0.9999982446632829
475,cg00020348,0.8166388067943455,0.814368483342807,0.0022703234515385473,0.029375460064044775,0.3616010304441719,0.7193425868351899,49,45,0.9999982446632829
474,cg00020340,0.9257693172094873,0.9237363688347066,0.002032948374780741,0.044833122241527336,0.4603336340478229,0.6474935414069314,49,45,0.9999982446632829
473,cg00020191,0.1678415241016,0.17722106242336794,-0.009379538321767938,-0.08074946309887902,-0.572497166609952,0.569834640440999,49,45,0.9999982446632829
472,cg00020175,0.852721288260014,0.861509855726453,-0.008788567466438968,-0.09987445213402939,-1.130935692829776,0.26407363852985843,49,45,0.9999982446632829
471,cg00020052,0.13838600857925124,0.12674718962452433,0.011638818954726904,0.1519901370951512,0.8825377969933673,0.38217632669353224,49,45,0.9999982446632829
470,cg00019997,0.6433340986671481,0.6805873690487547,-0.03725327038160664,-0.24498708336283567,-0.9801622234948139,0.3322464825934176,49,45,0.9999982446632829
469,cg00019880,0.9042107865944462,0.8962676574396308,0.007943129154815431,0.12802518504038657,1.240565228253936,0.22119562157631825,49,45,0.9999982446632829
468,cg00019877,0.8566367908461145,0.8360426019040522,0.02059418894206233,0.22379588305227566,1.8204986830249372,0.07533716185166939,49,45,0.9999982446632829
467,cg00019841,0.87158466596119,0.8568784321360388,0.014706233825151238,0.1977336761185005,0.5424280054188376,0.5902000677782726,49,45,0.9999982446632829
466,cg00019838,0.7602480558014459,0.7834344728367101,-0.02318641703526414,-0.20270214118828755,-1.6072014571851185,0.11500517519731776,49,45,0.9999982446632829
465,cg00019826,0.7291709201184872,0.7185689365365528,0.010601983581934316,0.0823809281090839,0.7591261670106219,0.4517353704571198,49,45,0.9999982446632829
464,cg00019778,0.1266302938741975,0.12680264542198874,-0.00017235154779124406,0.0033712269353750033,0.033448251640820846,0.9734650568401947,49,45,0.9999982446632829
495,cg00021152,0.902140251058784,0.9016588887261736,0.0004813623326104244,0.0011897855579153583,0.013196709897086864,0.989529189569201,49,45,0.9999982446632829
494,cg00021128,0.0668937905095723,0.06660930264182706,0.0002844878677452367,0.013752970550394417,0.21665651632485125,0.8294552709682523,49,45,0.9999982446632829
493,cg00021123,0.9096131696375562,0.9081388610656721,0.001474308571884131,0.018791838659013873,0.11777524911572874,0.9067698720835558,49,45,0.9999982446632829
492,cg00021108,0.11776603652450128,0.11565967397407187,0.002106362550429411,0.015956447017553384,0.15913184637781366,0.8742770704197032,49,45,0.9999982446632829
491,cg00021044,0.45744469452026976,0.45657872378523884,0.0008659707350309187,0.010214724569085771,0.10714935458645067,0.9151467828337337,49,45,0.9999982446632829
490,cg00021030,0.8087571834842564,0.8040828741006066,0.004674309383649766,0.03263250055666603,0.3159437613452678,0.7535059819506478,49,45,0.9999982446632829
489,cg00021028,0.13506463446745626,0.12821919426274517,0.00684544020471109,0.09378341037124022,1.2885141250292378,0.20415263111071955,49,45,0.9999982446632829
488,cg00020991,0.6432345420201978,0.6397126858248012,0.0035218561953965777,0.011776454065816783,0.09205966528239329,0.9270592490622043,49,45,0.9999982446632829
487,cg00020799,0.841549109002657,0.8414720949720973,7.701403055970779e-05,0.0015191798851622274,0.018661262837980704,0.9851938284656868,49,45,0.9999982446632829
486,cg00020794,0.7515299128979935,0.7488053416147724,0.002724571283221122,0.023119098385555793,0.32207734417203154,0.7488856096576582,49,45,0.9999982446632829
485,cg00020778,0.836069759175439,0.8372272964575849,-0.0011575372821458485,-0.02054152022803679,-0.18845177542578914,0.851369822120192,49,45,0.9999982446632829
484,cg00020720,0.09304478385004379,0.1007590113382835,-0.007714227488239703,-0.11609219947348,-1.598258592910774,0.11698440194530867,49,45,0.9999982446632829
483,cg00020649,0.0837739021525495,0.07639571856473605,0.007378183587813447,0.1464673811462765,1.0430057192575557,0.302516707826598,49,45,0.9999982446632829
482,cg00020622,0.0734642900000249,0.07454745807693072,-0.0010831680769058244,-0.013037675238727042,-0.19220200289639847,0.8484487162610891,49,45,0.9999982446632829
481,cg00020533,0.8546886930347303,0.8542792475232128,0.0004094455115174478,0.005948625261941761,0.06460785372092537,0.9487723926313385,49,45,0.9999982446632829
480,cg00020474,0.34055988390745096,0.3556612658650065,-0.01510138195755556,-0.10905682157762625,-0.5373787398773944,0.5936535718976411,49,45,0.9999982446632829
511,cg00021600,0.5052846925821742,0.4724823771639681,0.03280231541820611,0.1531171266355348,0.42302653035842885,0.6742907518477236,49,45,0.9999982446632829
510,cg00021576,0.10607228405220881,0.10918220230800833,-0.0031099182557995236,-0.04177090785144666,-0.4573894306559138,0.6495918384687799,49,45,0.9999982446632829
509,cg00021558,0.153304807137048,0.14528229368317278,0.008022513453875224,0.08607379690045665,0.530984991688354,0.5980403181720292,49,45,0.9999982446632829
508,cg00021550,0.8595339148749518,0.8564586472457308,0.0030752676292209458,0.03948282680425862,0.424094581248747,0.6735174021540252,49,45,0.9999982446632829
507,cg00021540,0.10665571192987268,0.09652862292248629,0.010127089007386389,0.16200254216008703,1.3221353881804125,0.19280440648867456,49,45,0.9999982446632829
506,cg00021539,0.07660522406586982,0.07692447362379794,-0.00031924955792811405,-0.010098404029648437,-0.16109043787543037,0.8727432216948562,49,45,0.9999982446632829
505,cg00021532,0.299823174462212,0.3100277113954234,-0.010204536933211383,-0.05336007062229477,-0.2816190151346114,0.7795266963972141,49,45,0.9999982446632829
504,cg00021527,0.07517805228202333,0.07724027523868765,-0.0020622229566643197,-0.03393634185522452,-0.3375411954116018,0.7372784619237087,49,45,0.9999982446632829
503,cg00021513,0.7554663863556467,0.7560339935127577,-0.0005676071571110164,-0.010356765924548265,-0.11548585954536307,0.9085738372533543,49,45,0.9999982446632829
502,cg00021476,0.722949939136224,0.6688878339173965,0.05406210521882748,0.3896522593522896,1.733738680134478,0.08981183335524968,49,45,0.9999982446632829
501,cg00021325,0.1878518707797015,0.20172464452386238,-0.013872773744160877,-0.11684988324518136,-0.38944761347095475,0.698782073734078,49,45,0.9999982446632829
500,cg00021275,0.612778838182188,0.6364007297678627,-0.023621891585674626,-0.1373597699329173,-0.8255168115128629,0.413433360287946,49,45,0.9999982446632829
499,cg00021256,0.11275765200400274,0.13417581560006228,-0.02141816359605954,-0.28413498512182433,-2.3372998488339753,0.023931922934188315,49,45,0.9999982446632829
498,cg00021242,0.851742397839768,0.8380970038052046,0.01364539403456344,0.11531450931418703,0.6143540128469064,0.5420752742106122,49,45,0.9999982446632829
497,cg00021237,0.21693375412854599,0.22246343636882335,-0.0055296822402773615,-0.036914425668675775,-0.3101384978726897,0.7578874573575538,49,45,0.9999982446632829
496,cg00021166,0.09503411744854674,0.0920126390839877,0.0030214783645590437,0.04191152802629255,0.5082561335318361,0.6137563744441908,49,45,0.9999982446632829
527,cg00022259,0.8176695848365972,0.82948652561215,-0.011816940775552731,-0.11794294302882961,-1.2315566341786668,0.22451208536627273,49,45,0.9999982446632829
526,cg00022235,0.8500463035141028,0.8417968383993453,0.008249465114757548,0.09164767070095896,0.7409279614436712,0.4625861010574546,49,45,0.9999982446632829
525,cg00022145,0.8171339169118504,0.8366880608099174,-0.019554143898066978,-0.2052751246217337,-1.722026521302744,0.09193268432746105,49,45,0.9999982446632829
524,cg00022138,0.075444379683259,0.07515741996685327,0.0002869597164057297,0.010922168048567679,0.17176902282003997,0.8643892562494331,49,45,0.9999982446632829
523,cg00022101,0.7525419423885915,0.7557582866471558,-0.0032163442585643187,-0.018922801099085385,-0.15114034290855893,0.8805405262460662,49,45,0.9999982446632829
522,cg00022076,0.8135548335396691,0.811903307274357,0.0016515262653120644,0.017444870916426505,0.1862134773424167,0.8531142723342092,49,45,0.9999982446632829
521,cg00022054,0.5517418445180885,0.5705752029332914,-0.01883335841520295,-0.11821626766382846,-0.5913271556169709,0.5572601614846642,49,45,0.9999982446632829
520,cg00022024,0.6896944201172195,0.646259312183848,0.043435107933371464,0.32735110394260075,1.4648385235675219,0.14991708840649035,49,45,0.9999982446632829
519,cg00021978,0.8225335680323357,0.8256099304270121,-0.0030763623946764573,-0.02314869560964304,-0.2593517996902356,0.7965466401274798,49,45,0.9999982446632829
518,cg00021945,0.06961532430010747,0.06703899023183557,0.0025763340682719016,0.06388950298799195,0.7954803210791315,0.43051029904707716,49,45,0.9999982446632829
517,cg00021944,0.09901326960014581,0.09412338958875122,0.004889880011394593,0.09282159951960882,1.2399884797006848,0.22140685511030286,49,45,0.9999982446632829
516,cg00021933,0.8965026770987815,0.8936329864439776,0.0028696906548039136,0.032364053477749996,0.3500123905052222,0.7279623611863111,49,45,0.9999982446632829
515,cg00021855,0.619795871574633,0.5580580369034074,0.06173783467122562,0.3645811308457443,0.9498016177895516,0.34728649686874,49,45,0.9999982446632829
514,cg00021786,0.9420514809333003,0.9416081817713727,0.00044329916192753505,0.01443219705481633,0.05196226624785866,0.9587887435171103,49,45,0.9999982446632829
513,cg00021783,0.11369707801115074,0.11825214589373385,-0.004555067882583114,-0.06372628847656552,-0.7034315660852806,0.4854106776945001,49,45,0.9999982446632829
512,cg00021762,0.8327465390509807,0.843527787577516,-0.010781248526535281,-0.11644729799714566,-1.376336600032941,0.1755279865899786,49,45,0.9999982446632829
543,cg00022997,0.4700529697433697,0.566726930731612,-0.09667396098824227,-0.5755784891151673,-1.3355849748278141,0.18840129584204282,49,45,0.9999982446632829
542,cg00022966,0.7687858956004567,0.7826298571816421,-0.013843961581185393,-0.12294030854324123,-1.389416034304114,0.1715432234683009,49,45,0.9999982446632829
541,cg00022911,0.14400095646979502,0.14547863441718717,-0.0014776779473921475,0.007748863091470206,0.060295952093639665,0.9521869176964147,49,45,0.9999982446632829
540,cg00022900,0.7016370390423206,0.701307481683611,0.0003295573587095424,0.007388692255759244,0.04333676875325006,0.9656248107002342,49,45,0.9999982446632829
539,cg00022871,0.6941140320784185,0.684708227255632,0.009405804822786523,0.07246008850404168,0.44714721890752956,0.6569136551931672,49,45,0.9999982446632829
538,cg00022866,0.49694688680153354,0.4557977225474806,0.04114916425405296,0.24409340726648085,1.392420069324389,0.1706379758091256,49,45,0.9999982446632829
537,cg00022858,0.14363580057079325,0.14115406469525626,0.002481735875536989,0.042303704230102386,0.23746215748196497,0.8133761021484548,49,45,0.9999982446632829
536,cg00022688,0.11005228959989191,0.10222622042087576,0.007826069179016154,0.13436997707536005,0.8849355236707722,0.38089560212161433,49,45,0.9999982446632829
535,cg00022642,0.08903480829998033,0.0886552378194153,0.00037957048056502796,0.01786347087624617,0.15168170188400848,0.8801159796590726,49,45,0.9999982446632829
534,cg00022633,0.10620977440144774,0.11740367896916225,-0.011193904567714505,-0.14300424123642913,-1.2631955354353241,0.21302476541853152,49,45,0.9999982446632829
